"Gene"
"ENSG00000111802.5"
"ENSG00000212309"
"ENSG00000126461.4"
"ENSG00000120094"
"ENSG00000222238.29"
"ENSG00000212900"
"ENSG00000123685.10"
"ENSG00000126062.7"
"ENSG00000173338.5"
"ENSG00000196365"
"ENSG00000146540.8"
"ENSG00000270083.1"
"ENSG00000223676"
"ENSG00000254365"
"ENSG00000256364.16"
"ENSG00000137700"
"ENSG00000200484.3"
"ENSG00000254638"
"ENSG00000174791.3"
"ENSG00000275084"
"ENSG00000278829.2"
"ENSG00000198793.8"
"ENSG00000188549.15"
"ENSG00000111640.36"
"ENSG00000115297.3"
"ENSG00000163520.4"
"ENSG00000236390.53"
"ENSG00000113811.2"
"ENSG00000137133.9"
"ENSG00000183421"
"ENSG00000110080.12"
"ENSG00000113068.8"
"ENSG00000207935.2"
"ENSG00000252013.21"
"ENSG00000254665.1"
"ENSG00000199598.2"
"ENSG00000238417.6"
"ENSG00000271853.1"
"ENSG00000259431.7"
"ENSG00000278842.2"
"ENSG00000026559.28"
"ENSG00000204706.2"
"ENSG00000122068.4"
"ENSG00000278255.128"
"ENSG00000172425.2"
"ENSG00000124203"
"ENSG00000159792.18"
"ENSG00000165724"
"ENSG00000180720.38"
"ENSG00000196388.2"
"ENSG00000129071.7"
"ENSG00000070444"
"ENSG00000166133"
"ENSG00000198793.4"
"ENSG00000265154.9"
"ENSG00000273341.2"
"ENSG00000258874.2"
"ENSG00000131969"
"ENSG00000077721.4"
"ENSG00000166681.3"
"ENSG00000111859.43"
"ENSG00000170128"
"ENSG00000214215"
"ENSG00000255091"
"ENSG00000275092.1"
"ENSG00000236842.11"
"ENSG00000186300"
"ENSG00000153495"
"ENSG00000174151.19"
"ENSG00000166086.27"
"ENSG00000161671.1"
"ENSG00000248592.6"
"ENSG00000141574.19"
"ENSG00000232258.9"
"ENSG00000119280.7"
"ENSG00000124120.6"
"ENSG00000096395.31"
"ENSG00000158805.1"
"ENSG00000284286.13"
"ENSG00000116157"
"ENSG00000101266.7"
"ENSG00000197728.12"
"ENSG00000224717.5"
"ENSG00000231794.5"
"ENSG00000276651.15"
"ENSG00000163263.1"
"ENSG00000166341.9"
"ENSG00000256364"
"ENSG00000160439.2"
"ENSG00000007372.1"
"ENSG00000132185.4"
"ENSG00000226398.38"
"ENSG00000160710.2"
"ENSG00000279948.11"
"ENSG00000239149.36"
"ENSG00000229770.16"
"ENSG00000119599.46"
"ENSG00000235881.5"
"ENSG00000235016.11"
"ENSG00000160613.7"
"ENSG00000094914.25"
"ENSG00000179314.13"
"ENSG00000101938.10"
"ENSG00000261124.1"
"ENSG00000167851.3"
"ENSG00000103351.13"
"ENSG00000216058.16"
"ENSG00000140575.24"
"ENSG00000143869.1"
"ENSG00000124608"
"ENSG00000199516"
"ENSG00000253647"
"ENSG00000171224.7"
"ENSG00000207743.1"
"ENSG00000129152.22"
"ENSG00000167996.16"
"ENSG00000154429.14"
"ENSG00000111424"
"ENSG00000212415.80"
"ENSG00000256364.19"
"ENSG00000162144"
"ENSG00000133800.12"
"ENSG00000101400.11"
"ENSG00000237163.6"
"ENSG00000252174.9"
"ENSG00000166819"
"ENSG00000041988"
"ENSG00000178585.1"
"ENSG00000235881.4"
"ENSG00000068383.29"
"ENSG00000198793.1"
"ENSG00000279872.14"
"ENSG00000185133.5"
"ENSG00000122068.10"
"ENSG00000101447.6"
"ENSG00000035664.38"
"ENSG00000231980.1"
"ENSG00000120055.4"
"ENSG00000100802.9"
"ENSG00000086570.3"
"ENSG00000178882.65"
"ENSG00000132185.6"
"ENSG00000181817.15"
"ENSG00000157093"
"ENSG00000151376.4"
"ENSG00000223869.8"
"ENSG00000134294.67"
"ENSG00000117308"
"ENSG00000221514.3"
"ENSG00000160097.6"
"ENSG00000100290.1"
"ENSG00000240764.6"
"ENSG00000262560.1"
"ENSG00000206604.10"
"ENSG00000123415"
"ENSG00000257500.15"
"ENSG00000165462.15"
"ENSG00000160602.19"
"ENSG00000100412.5"
"ENSG00000169299.4"
"ENSG00000133265.18"
"ENSG00000240764.3"
"ENSG00000196338.4"
"ENSG00000255384.12"
"ENSG00000253286.5"
"ENSG00000167699.19"
"ENSG00000165409.3"
"ENSG00000279872.13"
"ENSG00000207820.8"
"ENSG00000223676.11"
"ENSG00000150783.1"
"ENSG00000252096.5"
"ENSG00000207743.4"
"ENSG00000255384.3"
"ENSG00000179909"
"ENSG00000267546.1"
"ENSG00000139178.16"
"ENSG00000100979.15"
"ENSG00000253623.27"
"ENSG00000153495.2"
"ENSG00000254710"
"ENSG00000110944.10"
"ENSG00000122068.7"
"ENSG00000237163.4"
"ENSG00000250410.1"
"ENSG00000140107"
"ENSG00000230741"
"ENSG00000180974.1"
"ENSG00000247077.6"
"ENSG00000200570.6"
"ENSG00000239911"
"ENSG00000184601.20"
"ENSG00000258723.8"
"ENSG00000009709.3"
"ENSG00000212594.3"
"ENSG00000221120.5"
"ENSG00000236651.2"
"ENSG00000108511.1"
"ENSG00000107796.14"
"ENSG00000174028"
"ENSG00000207134"
"ENSG00000182108.7"
"ENSG00000261359.6"
"ENSG00000231124.38"
"ENSG00000165195.1"
"ENSG00000254387.1"
"ENSG00000175518.1"
"ENSG00000102145.1"
"ENSG00000122133.1"
"ENSG00000115318.1"
"ENSG00000156150"
"ENSG00000178028.7"
"ENSG00000252947.1"
"ENSG00000137486.11"
"ENSG00000250410.22"
"ENSG00000139438.2"
"ENSG00000152969.1"
"ENSG00000123415.17"
"ENSG00000226622"
"ENSG00000099341.7"
"ENSG00000224792"
"ENSG00000284720.6"
"ENSG00000137098.12"
"ENSG00000101421.1"
"ENSG00000161547.1"
"ENSG00000148704"
"ENSG00000274054.1"
"ENSG00000115598"
"ENSG00000154319"
"ENSG00000204706.20"
"ENSG00000148215"
"ENSG00000094796.24"
"ENSG00000254291.24"
"ENSG00000108370.1"
"ENSG00000266094"
"ENSG00000090889.1"
"ENSG00000244527.2"
"ENSG00000224250.3"
"ENSG00000270117.15"
"ENSG00000141934.1"
"ENSG00000283683.2"
"ENSG00000165805.2"
"ENSG00000186910"
